product_id,category_id,supplier_id,product_name,sku,size,color,unit_price,stock_quantity,reorder_level,created_at
546,13,4,Mens Formal Shirt,GIQ-0546,M,White,148.38,22,24,2023-07-06 00:00:00
547,13,4,Mens Formal Shirt,GIQ-0547,M,Cream,86.46,236,23,2023-09-24 00:00:00
548,13,4,Mens Formal Shirt,GIQ-0548,M,Dark Green,38.33,209,25,2023-03-03 00:00:00
549,13,1,Mens Formal Shirt,GIQ-0549,M,Blood Red,31.61,22,19,2023-12-26 00:00:00
550,13,2,Mens Formal Shirt,GIQ-0550,M,Dark Blue,28.18,24,10,2024-01-04 00:00:00
551,13,1,Mens Formal Shirt,GIQ-0551,M,Dark Brown,133.26,88,17,2024-04-11 00:00:00
552,13,3,Mens Formal Shirt,GIQ-0552,M,Sand,32.53,203,23,2023-04-03 00:00:00
553,13,5,Mens Formal Shirt,GIQ-0553,L,Black,142.61,168,25,2024-05-18 00:00:00
554,13,4,Mens Formal Shirt,GIQ-0554,L,White,158.44,67,33,2023-02-10 00:00:00
555,13,3,Mens Formal Shirt,GIQ-0555,L,Cream,90.47,133,22,2023-12-05 00:00:00
556,13,3,Mens Formal Shirt,GIQ-0556,L,Dark Green,36.76,164,16,2024-03-19 00:00:00
557,13,5,Mens Formal Shirt,GIQ-0557,L,Blood Red,101.04,188,13,2023-03-31 00:00:00
558,13,4,Mens Formal Shirt,GIQ-0558,L,Dark Blue,44.31,194,23,2023-12-25 00:00:00
559,13,1,Mens Formal Shirt,GIQ-0559,L,Dark Brown,60.86,122,29,2023-05-03 00:00:00
560,13,2,Mens Formal Shirt,GIQ-0560,L,Sand,34.26,174,27,2023-01-27 00:00:00
561,13,2,Mens Formal Shirt,GIQ-0561,XL,Black,40.74,10,11,2023-06-09 00:00:00
562,13,1,Mens Formal Shirt,GIQ-0562,XL,White,134.41,173,10,2023-05-02 00:00:00
563,13,4,Mens Formal Shirt,GIQ-0563,XL,Cream,57.82,192,29,2024-01-29 00:00:00
564,13,3,Mens Formal Shirt,GIQ-0564,XL,Dark Green,67.64,94,11,2023-03-08 00:00:00
565,13,5,Mens Formal Shirt,GIQ-0565,XL,Blood Red,150.21,127,11,2024-05-06 00:00:00
566,13,5,Mens Formal Shirt,GIQ-0566,XL,Dark Blue,143.96,70,19,2024-02-24 00:00:00
567,13,5,Mens Formal Shirt,GIQ-0567,XL,Dark Brown,45.87,220,18,2023-10-05 00:00:00
568,13,1,Mens Formal Shirt,GIQ-0568,XL,Sand,87.85,244,19,2023-03-13 00:00:00
569,13,4,Mens Formal Shirt,GIQ-0569,XXL,Black,65.35,36,17,2023-02-18 00:00:00
570,13,4,Mens Formal Shirt,GIQ-0570,XXL,White,56.38,127,20,2023-06-20 00:00:00
571,13,3,Mens Formal Shirt,GIQ-0571,XXL,Cream,47.29,76,33,2023-10-26 00:00:00
572,13,4,Mens Formal Shirt,GIQ-0572,XXL,Dark Green,155.89,41,15,2023-12-04 00:00:00
573,13,3,Mens Formal Shirt,GIQ-0573,XXL,Blood Red,122,235,26,2023-07-26 00:00:00
574,13,5,Mens Formal Shirt,GIQ-0574,XXL,Dark Blue,83.48,121,35,2023-12-29 00:00:00
575,13,5,Mens Formal Shirt,GIQ-0575,XXL,Dark Brown,163.01,51,32,2024-04-19 00:00:00
576,13,2,Mens Formal Shirt,GIQ-0576,XXL,Sand,73.79,25,13,2023-12-16 00:00:00
577,14,4,Office Jacket,GIQ-0577,S,Black,156.92,242,13,2024-05-21 00:00:00
578,14,4,Office Jacket,GIQ-0578,S,White,46.65,167,35,2023-05-16 00:00:00
579,14,2,Office Jacket,GIQ-0579,S,Cream,23.52,106,34,2023-10-24 00:00:00
580,14,2,Office Jacket,GIQ-0580,S,Dark Green,78.14,246,10,2023-10-12 00:00:00
581,14,4,Office Jacket,GIQ-0581,S,Blood Red,74.56,23,25,2023-01-20 00:00:00
582,14,5,Office Jacket,GIQ-0582,S,Dark Blue,165.01,66,32,2024-03-04 00:00:00
583,14,2,Office Jacket,GIQ-0583,S,Dark Brown,150.25,189,27,2023-05-08 00:00:00
584,14,3,Office Jacket,GIQ-0584,S,Sand,110.93,131,35,2023-10-16 00:00:00
585,14,2,Office Jacket,GIQ-0585,M,Black,56.97,48,33,2023-04-20 00:00:00
586,14,5,Office Jacket,GIQ-0586,M,White,32.76,15,19,2023-12-29 00:00:00
587,14,5,Office Jacket,GIQ-0587,M,Cream,60.53,152,22,2023-05-05 00:00:00
588,14,5,Office Jacket,GIQ-0588,M,Dark Green,58.37,109,32,2023-08-08 00:00:00
589,14,3,Office Jacket,GIQ-0589,M,Blood Red,76.22,177,17,2023-04-24 00:00:00
590,14,3,Office Jacket,GIQ-0590,M,Dark Blue,155.43,237,12,2023-03-26 00:00:00
591,14,4,Office Jacket,GIQ-0591,M,Dark Brown,77.26,177,12,2024-04-03 00:00:00
592,14,1,Office Jacket,GIQ-0592,M,Sand,74.64,143,24,2023-09-02 00:00:00
593,14,4,Office Jacket,GIQ-0593,L,Black,144.16,17,21,2023-06-23 00:00:00
594,14,4,Office Jacket,GIQ-0594,L,White,148.36,166,33,2023-05-15 00:00:00
595,14,5,Office Jacket,GIQ-0595,L,Cream,78.93,210,11,2023-03-19 00:00:00
596,14,1,Office Jacket,GIQ-0596,L,Dark Green,39.56,150,16,2024-03-07 00:00:00
597,14,2,Office Jacket,GIQ-0597,L,Blood Red,114.17,39,26,2024-01-31 00:00:00
598,14,4,Office Jacket,GIQ-0598,L,Dark Blue,80.14,212,33,2023-11-05 00:00:00
599,14,3,Office Jacket,GIQ-0599,L,Dark Brown,65.96,176,28,2023-09-09 00:00:00
600,14,1,Office Jacket,GIQ-0600,L,Sand,50.26,50,15,2024-01-04 00:00:00
601,14,4,Office Jacket,GIQ-0601,XL,Black,28.06,76,32,2023-01-21 00:00:00
602,14,2,Office Jacket,GIQ-0602,XL,White,84.2,172,32,2023-12-17 00:00:00
603,14,2,Office Jacket,GIQ-0603,XL,Cream,76.78,238,17,2023-04-12 00:00:00
604,14,5,Office Jacket,GIQ-0604,XL,Dark Green,55.66,166,14,2023-03-15 00:00:00
605,14,2,Office Jacket,GIQ-0605,XL,Blood Red,124.59,114,22,2023-06-18 00:00:00
606,14,2,Office Jacket,GIQ-0606,XL,Dark Blue,21.29,158,11,2023-12-24 00:00:00
607,14,1,Office Jacket,GIQ-0607,XL,Dark Brown,18.3,104,13,2023-05-19 00:00:00
608,14,4,Office Jacket,GIQ-0608,XL,Sand,130.69,177,11,2023-05-18 00:00:00
609,14,1,Office Jacket,GIQ-0609,XXL,Black,127.16,58,11,2023-09-16 00:00:00
610,14,1,Office Jacket,GIQ-0610,XXL,White,60.63,101,24,2023-01-16 00:00:00
611,14,5,Office Jacket,GIQ-0611,XXL,Cream,143.93,119,23,2023-03-07 00:00:00
612,14,2,Office Jacket,GIQ-0612,XXL,Dark Green,164.4,69,34,2023-10-28 00:00:00
613,14,3,Office Jacket,GIQ-0613,XXL,Blood Red,71.55,214,34,2023-12-24 00:00:00
614,14,4,Office Jacket,GIQ-0614,XXL,Dark Blue,28.37,110,19,2024-01-28 00:00:00
615,14,5,Office Jacket,GIQ-0615,XXL,Dark Brown,142.49,41,12,2023-05-22 00:00:00
616,14,5,Office Jacket,GIQ-0616,XXL,Sand,29.17,52,32,2024-04-02 00:00:00
